Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Courses Available,Geocoded Address,NPI,Last Report Date,Provider Status,Provider Note
WALGREENS STORE #05439,1770 DEER PARK AVE,,Deer Park,Suffolk,NY,11729,00069-1101-20,Renal Paxlovid,3,POINT (-73.327804 40.756475),1083629133,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14146,2522 BROADWAY,,New York,New York,NY,10025,00069-1101-20,Renal Paxlovid,5,POINT (-73.97237 40.79341),1013933142,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #00134,16 NEW SCOTLAND AVE.,CVS Pharmacy,Albany,Albany,NY,12208,00069-1101-20,Renal Paxlovid,12,POINT (-73.77328 42.653405),1518273481,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #17227,173 CHURCH ST,,Saranac Lake,Franklin,NY,12983,00069-1101-20,Renal Paxlovid,2,POINT (-74.13136 44.32919),1972029700,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #11377,6707 PITTSFORD PALMYRA RD,,Fairport,Monroe,NY,14450,00069-1101-20,Renal Paxlovid,7,POINT (-77.44377 43.06892),1790016509,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #17815,150 East 86th Street,CVS Pharmacy,New York,New York,NY,10028,00069-1101-20,Renal Paxlovid,1,POINT (-73.95537 40.7793),1205405354,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #05009,226 LAKE ST.,CVS Pharmacy,Penn Yan,Yates,NY,14527,00069-1101-20,Renal Paxlovid,7,POINT (-77.06015 42.6525),1134222979,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #19811,1934 STATE ROUTE 52,,Liberty,Sullivan,NY,12754,00069-1101-20,Renal Paxlovid,2,POINT (-74.719447 41.78472),1427573567,10/13/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #1946,43 Stephenville St,,Massena,Saint Lawrence,NY,13662,00069-1101-20,Renal Paxlovid,1,POINT (-74.87806 44.9226),1588681654,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #05123,6510 BROCKPORT-SPENCERPORT RD.,CVS Pharmacy,Brockport,Monroe,NY,14420,00069-1101-20,Renal Paxlovid,14,POINT (-77.942655 43.19883),1306148317,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #18376,205 S CAROLINE ST,,Herkimer,Herkimer,NY,13350,00069-1101-20,Renal Paxlovid,4,POINT (-74.9921 43.02203),1245756444,10/13/2022 12:00:00 AM,ACTIVE,
Kinney Drugs Inc. #46-Chittenango,540 East Genesee St,,Chittenango,Madison,NY,13037,00069-1101-20,Renal Paxlovid,40,POINT (-75.865168 43.053235),1831206010,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #10854,370 RT 306,CVS Pharmacy,Monsey,Rockland,NY,10952,00069-1101-20,Renal Paxlovid,3,POINT (-74.070435 41.14803),1588251029,10/14/2022 12:00:00 AM,ACTIVE,
UR MEDICINE FREDERICK FERRIS THOMP,350 Parrish Street,ATTN: Pharmacy Dept,Canandaigua,Ontario,NY,14424,00069-1101-20,Renal Paxlovid,3,POINT (-77.29108 42.87643),,10/06/2022 12:00:00 AM,ACTIVE,
CVS Store #02080,202 S. HIGHLAND AVE.,CVS Pharmacy,Ossining,Westchester,NY,10562,00069-1101-20,Renal Paxlovid,7,POINT (-73.86097 41.1457),1891899647,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #13019,218 MYRTLE AVE.,CVS Pharmacy,Brooklyn,Kings,NY,11201,00069-1101-20,Renal Paxlovid,17,POINT (-73.97962 40.693345),1609167972,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #02403,373 WILLIS AVENUE,CVS Pharmacy,Roslyn Heights,Nassau,NY,11577,00069-1101-20,Renal Paxlovid,6,POINT (-73.65037 40.78019),1316041163,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #02439,778 MANOR ROAD,CVS Pharmacy,Staten Island,Richmond,NY,10314,00069-1101-20,Renal Paxlovid,5,POINT (-74.12143 40.607935),1396849154,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14503,711 3RD AVE,FRNT A,New York,New York,NY,10017,00069-1101-20,Renal Paxlovid,15,POINT (-73.97296 40.752235),1619993813,10/13/2022 12:00:00 AM,ACTIVE,
BOARDWALK RX CORP,3100 Ocean Pkwy,Store #2,Brooklyn,Kings,NY,11235,00069-1101-20,Renal Paxlovid,5,POINT (-73.94938 40.58548),1093960056,10/14/2022 12:00:00 AM,ACTIVE,
BOLTONS PHARMACY,128 W. Main Street,,Watertown,Jefferson,NY,13601,00069-1101-20,Renal Paxlovid,12,POINT (-75.90746 43.97999),,10/07/2022 12:00:00 AM,ACTIVE,
CVS Store #02699,411 DITMAS AVENUE,CVS Pharmacy,Brooklyn,Kings,NY,11218,00069-1101-20,Renal Paxlovid,11,POINT (-73.97454 40.636115),1629172473,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #19432,5 LAKE ST,,Stamford,Delaware,NY,12167,00069-1101-20,Renal Paxlovid,6,POINT (-74.62528 42.41129),1548784333,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #03457,393 FRONT ST,,Hempstead,Nassau,NY,11550,00069-1101-20,Renal Paxlovid,3,POINT (-73.6195 40.707705),1548275696,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14312,296 FLATBUSH AVE,,Brooklyn,Kings,NY,11217,00069-1101-20,Renal Paxlovid,5,POINT (-73.97326 40.67797),1225053796,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14298,16 COURT ST,,Brooklyn,Kings,NY,11241,00069-1101-20,Renal Paxlovid,36,POINT (-73.990765 40.693585),1336165448,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10887,209 MOUNT ZOAR STREET,,Elmira,Chemung,NY,14904,00069-1101-20,Renal Paxlovid,6,POINT (-76.803925 42.079015),1861591109,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #03752,630 LEXINGTON AVENUE,CVS Pharmacy,New York,New York,NY,10022,00069-1101-20,Renal Paxlovid,5,POINT (-73.93465 40.689365),1639273493,10/14/2022 12:00:00 AM,ACTIVE,
Rite Aid 04552,2 WHITNEY AVENUE,,Floral Park,Nassau,NY,11001,00069-1101-20,Renal Paxlovid,5,POINT (-73.704555 40.729045),1710096102,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #17806,160-08 Jamaica Avenue,CVS Pharmacy,Jamaica,Queens,NY,11432,00069-1101-20,Renal Paxlovid,6,POINT (-73.79858 40.70367),1437746815,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #02340,2037 STATE STREET,CVS Pharmacy,Schenectady,Schenectady,NY,12304,00069-1101-20,Renal Paxlovid,6,POINT (-73.896685 42.77458),1043314800,10/14/2022 12:00:00 AM,ACTIVE,
Rite Aid 01203,178 NEW HYDE PARK ROAD,,Franklin Square,Nassau,NY,11010,00069-1101-20,Renal Paxlovid,2,POINT (-73.67624 40.71242),1982713293,10/13/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2234,5815 ROME TABERG RD,,Rome,Oneida,NY,13440,00069-1101-20,Renal Paxlovid,2,POINT (-75.50224 43.23697),1871510016,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #18251,1422 S MAIN ST,,Medina,Orleans,NY,14103,00069-1101-20,Renal Paxlovid,17,POINT (-78.38813 43.20778),1417471863,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10621,444 HILLSIDE AVENUE,,Williston Park,Nassau,NY,11596,00069-1101-20,Renal Paxlovid,7,POINT (-73.65782 40.7541),1588763767,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #16519,2325 MARKETPLACE DR,CVS Pharmacy,Rochester,Monroe,NY,14623,00069-1101-20,Renal Paxlovid,3,POINT (-77.63231 43.07775),1871515403,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #15948,525 E 68TH ST,SUITE F01-170,New York,New York,NY,10065,00069-1101-20,Renal Paxlovid,3,POINT (-73.95521 40.76422),1750764270,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #03382,29 HAVENWOOD DR.,CVS Pharmacy,Shirley,Suffolk,NY,11967,00069-1101-20,Renal Paxlovid,4,POINT (-72.87095 40.76109),1497910152,10/14/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2286,161 Centereach Mall,,Centereach,Suffolk,NY,11720,00069-1101-20,Renal Paxlovid,1,POINT (-73.08122 40.862995),1154348217,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #17660,500 W SUNRISE HWY,CVS Pharmacy,Valley Stream,Nassau,NY,11581,00069-1101-20,Renal Paxlovid,7,POINT (-73.7207 40.66462),1134141765,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #06045,1571 FOREST AVE.,CVS Pharmacy,Staten Island,Richmond,NY,10302,00069-1101-20,Renal Paxlovid,8,POINT (-74.140275 40.62511),1134222961,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #17681,445 GOLD ST,CVS Pharmacy,Brooklyn,Kings,NY,11201,00069-1101-20,Renal Paxlovid,4,POINT (-73.983135 40.690915),1972951085,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #19495,635 PITTSFORD VICTOR RD,,Pittsford,Monroe,NY,14534,00069-1101-20,Renal Paxlovid,5,POINT (-77.47836 43.0614),1841715505,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #02134,2660 JERUSALEM AVENUE,CVS Pharmacy,North Bellmore,Nassau,NY,11710,00069-1101-20,Renal Paxlovid,4,POINT (-73.53444 40.691195),1053419689,10/14/2022 12:00:00 AM,ACTIVE,
Rite Aid 02744,2271 RICHMOND AVENUE,,Staten Island,Richmond,NY,10314,00069-1101-20,Renal Paxlovid,4,POINT (-74.16365 40.59169),1598874000,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #00831,935 RIDGE ROAD,CVS Pharmacy,Webster,Monroe,NY,14580,00069-1101-20,Renal Paxlovid,10,POINT (-77.464425 43.207305),1679677348,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #05052,"4246 ALBANY POST RD., SUITE 2",CVS Pharmacy,Hyde Park,Dutchess,NY,12538,00069-1101-20,Renal Paxlovid,10,POINT (-73.93095 41.78162),1780787523,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #16442,5622 AMANDA LN,CVS Pharmacy,Orchard Park,Erie,NY,14127,00069-1101-20,Renal Paxlovid,4,POINT (-78.78306 42.79245),1215959861,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14260,77 7TH AVE,,New York,New York,NY,10011,00069-1101-20,Renal Paxlovid,5,POINT (-73.999139 40.7389),1699791806,10/13/2022 12:00:00 AM,ACTIVE,
JamaicaRx Inc.,89-36 Van Wyck Expressway,,Jamaica,Queens,NY,11418,00069-1101-20,Renal Paxlovid,16,POINT (-73.81632 40.7005),1104966647,09/22/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Rite Aid 01538,731 CENTER STREET,,Lewiston,Niagara,NY,14092,00069-1101-20,Renal Paxlovid,7,POINT (-79.038 43.17181),1063521375,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #00541,155 SUNRISE HIGHWAY,CVS Pharmacy,Rockville Centre,Nassau,NY,11570,00069-1101-20,Renal Paxlovid,16,POINT (-73.65691 40.656455),1649374489,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #06058,260 ARDEN AVE.,CVS Pharmacy,Staten Island,Richmond,NY,10312,00069-1101-20,Renal Paxlovid,1,POINT (-74.1923 40.55324),1871696625,10/14/2022 12:00:00 AM,ACTIVE,
Rite Aid 04258,1516-1518 WESTCHESTER AVENUE,,Bronx,Bronx,NY,10472,00069-1101-20,Renal Paxlovid,4,POINT (-73.87943 40.82841),1912016452,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #00490,253 SOUTH RIDGE ST,WASHINGTON PARK PLZ,Rye Brook,Westchester,NY,10573,00069-1101-20,Renal Paxlovid,6,POINT (-73.6805 41.00049),1255439899,10/14/2022 12:00:00 AM,ACTIVE,
Hannaford Brothers Store # 8362,96 WOLF RD.,,Colonie,Albany,NY,12205,00069-1101-20,Renal Paxlovid,6,POINT (-73.812798 42.71753),1750499133,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #00555,308 BROADWAY,CVS Pharmacy,Bethpage,Nassau,NY,11714,00069-1101-20,Renal Paxlovid,18,POINT (-73.479045 40.74045),1962500595,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #00625,249-253 1/2 MAIN STREET,CVS Pharmacy,Binghamton,Broome,NY,13905,00069-1101-20,Renal Paxlovid,5,POINT (-75.93855 42.1077),1528166162,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #00534,2290 CENTRAL PARK AVE.,CVS Pharmacy,Yonkers,Westchester,NY,10710,00069-1101-20,Renal Paxlovid,15,POINT (-73.83093 40.97779),1205930047,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #18980,5 GARLAND LN,,Greenville,Greene,NY,12083,00069-1101-20,Renal Paxlovid,5,POINT (-74.01779 42.425665),1003330267,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #11555,6628 18TH AVE,,Brooklyn,Kings,NY,11204,00069-1101-20,Renal Paxlovid,3,POINT (-73.99156 40.61797),1285894626,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10618,168 NORTH VILLAGE AVENUE,,Rockville Centre,Nassau,NY,11570,00069-1101-20,Renal Paxlovid,4,POINT (-73.64948 40.66184),1881793123,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #09190,1860 VETERANS HWY,,Islandia,Suffolk,NY,11749,00069-1101-20,Renal Paxlovid,1,POINT (-73.17695 40.802215),1912168717,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #10511,2665 E HENRIETTA RD,,Henrietta,Monroe,NY,14467,00069-1101-20,Renal Paxlovid,3,POINT (-77.609145 43.068025),1588791156,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #03257,1328 ABBOTT RD,,Lackawanna,Erie,NY,14218,00069-1101-20,Renal Paxlovid,2,POINT (-78.80403 42.828745),1851306930,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 01862,214 CENTRAL AVENUE,,Silver Creek,Chautauqua,NY,14136,00069-1101-20,Renal Paxlovid,2,POINT (-79.16671 42.54472),1013026335,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #16530,7512 BROADWAY,,Elmhurst,Queens,NY,11373,00069-1101-20,Renal Paxlovid,4,POINT (-73.89005 40.74595),1831629864,10/13/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #1610,100 Elmridge Center Dr,,Greece,Monroe,NY,14626,00069-1101-20,Renal Paxlovid,6,POINT (-77.72485 43.21452),1598782732,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10543,21B KNOLLS CRESCENT,,Bronx,Bronx,NY,10463,00069-1101-20,Renal Paxlovid,5,POINT (-73.917565 40.87848),1366479636,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #01180,3355 CRESCENT ST,# 67,Long Island City,Queens,NY,11106,00069-1101-20,Renal Paxlovid,22,POINT (-73.930175 40.761325),1023023108,10/13/2022 12:00:00 AM,ACTIVE,
WEGMANS FOOD MARKETS INC.,800 W MILLER ST,Wegmans,Newark,Wayne,NY,14513,00069-1101-20,Renal Paxlovid,5,POINT (-77.11143 43.04419),1861475774,10/16/2022 12:00:00 AM,ACTIVE,
SAFE HEALTH PHARMACY CORP.,758 61ST ST,,Brooklyn,Kings,NY,11220,00069-1101-20,Renal Paxlovid,10,POINT (-74.01095 40.63527),1730429044,07/12/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CVS Store #02438,282 EAST 149TH STREET,CVS Pharmacy,Bronx,Bronx,NY,10451,00069-1101-20,Renal Paxlovid,14,POINT (-73.922245 40.816965),1588768345,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #18993,119 W MAIN ST,,Hancock,Delaware,NY,13783,00069-1101-20,Renal Paxlovid,2,POINT (-75.284 41.95479),1831613009,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #19328,2160 STATE ROUTE 9,,Lake George,Warren,NY,12845,00069-1101-20,Renal Paxlovid,15,POINT (-73.71031 43.41062),1093239923,10/13/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 2587,31-06 FARRINGTON STREET,,Flushing,Queens,NY,11354,00069-1101-20,Renal Paxlovid,5,POINT (-73.83456 40.76881),1174993380,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 04998,87 MAIN STREET,,Massena,Saint Lawrence,NY,13662,00069-1101-20,Renal Paxlovid,4,POINT (-74.89187 44.930595),1154430619,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10605,583 GRANDVIEW AVENUE,,Ridgewood,Queens,NY,11385,00069-1101-20,Renal Paxlovid,5,POINT (-73.90596 40.70882),1497855852,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14282,1251 AVENUE OF THE AMERICAS,,New York,New York,NY,10020,00069-1101-20,Renal Paxlovid,10,POINT (-73.981473 40.75992),1700802824,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #19598,6337 108TH ST,,Forest Hills,Queens,NY,11375,00069-1101-20,Renal Paxlovid,3,POINT (-73.84997 40.734),1114442902,10/13/2022 12:00:00 AM,ACTIVE,
OConnor Outpatient Pharmacy,460 Andes Rd,,Delhi,Delaware,NY,13753,00069-1101-20,Renal Paxlovid,5,POINT (-74.91558 42.26864),1477152627,07/18/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Rite Aid 03235,2260 JERUSALEM AVENUE,,North Bellmore,Nassau,NY,11710,00069-1101-20,Renal Paxlovid,6,POINT (-73.54751 40.69045),1194834176,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #03104,310 HILLSIDE AVENUE,CVS Pharmacy,New Hyde Park,Nassau,NY,11040,00069-1101-20,Renal Paxlovid,18,POINT (-73.69765 40.74051),1689778441,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #09798,4855 COMMERCIAL DR,,New Hartford,Oneida,NY,13413,00069-1101-20,Renal Paxlovid,6,POINT (-75.29521 43.10871),1053484840,10/13/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2146,101 Sanford Farms Shopping Ctr,,Amsterdam,Montgomery,NY,12010,00069-1101-20,Renal Paxlovid,7,POINT (-74.18619 42.96353),1477571248,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #10210,"330 ROUTE 304,",CVS Pharmacy,Bardonia,Rockland,NY,10954,00069-1101-20,Renal Paxlovid,5,POINT (-73.99538 41.10978),1902226251,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #10407,298 MULBERRY ST.,CVS Pharmacy,New York,New York,NY,10012,00069-1101-20,Renal Paxlovid,3,POINT (-73.99468 40.72519),1245650670,10/14/2022 12:00:00 AM,ACTIVE,
Rite Aid 01185,4407 MILITARY ROAD,,Niagara Falls,Niagara,NY,14305,00069-1101-20,Renal Paxlovid,4,POINT (-79.00195 43.12638),1346359650,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #01192,305 MAIN ST.,CVS Pharmacy,Holbrook,Suffolk,NY,11741,00069-1101-20,Renal Paxlovid,7,POINT (-73.07908 40.811785),1720182587,10/14/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2915,3990 Nesconset Hwy,,East Setauket,Suffolk,NY,11733,00069-1101-20,Renal Paxlovid,3,POINT (-73.0763 40.90403),1124045299,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #00737,727 MAIN ST.,CVS Pharmacy,East Aurora,Erie,NY,14052,00069-1101-20,Renal Paxlovid,11,POINT (-78.60774 42.76756),1063516722,10/14/2022 12:00:00 AM,ACTIVE,
Rite Aid 02448,1070 GENESEE STREET,,Buffalo,Erie,NY,14211,00069-1101-20,Renal Paxlovid,5,POINT (-78.837733 42.902992),1922117258,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #13751,1306 MILITARY RD,,Niagara Falls,Niagara,NY,14304,00069-1101-20,Renal Paxlovid,1,POINT (-78.97075 43.09045),1407105919,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #01572,4415 KISSENA BLVD,,Flushing,Queens,NY,11355,00069-1101-20,Renal Paxlovid,5,POINT (-73.822 40.75346),1114932290,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 00650,419 DIVISION STREET,,North Tonawanda,Niagara,NY,14120,00069-1101-20,Renal Paxlovid,4,POINT (-78.861255 43.034855),1922117456,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 01302,657 BROADWAY,,Newburgh,Orange,NY,12550,00069-1101-20,Renal Paxlovid,4,POINT (-74.039215 41.50162),1932210168,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 03656,1511 ROUTE 22 SUITE A,,Brewster,Putnam,NY,10509,00069-1101-20,Renal Paxlovid,4,POINT (-73.57844 41.42129),1780793299,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10712,1604 ROUTE 9,,Wappingers Falls,Dutchess,NY,12590,00069-1101-20,Renal Paxlovid,5,POINT (-73.9107 41.599265),1467551796,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10737,8379 THOMPSON ROAD.,,Cicero,Onondaga,NY,13039,00069-1101-20,Renal Paxlovid,4,POINT (-76.09451 43.1762),1043311855,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #19476,1819 W GENESEE ST,,Syracuse,Onondaga,NY,13204,00069-1101-20,Renal Paxlovid,4,POINT (-76.19268 43.0504),1407370190,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10655,273 PINE HOLLOW ROAD,,Oyster Bay,Nassau,NY,11771,00069-1101-20,Renal Paxlovid,6,POINT (-73.53467 40.85816),1811096142,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #01214,1328 2ND AVE,,New York,New York,NY,10021,00069-1101-20,Renal Paxlovid,10,POINT (-73.95884 40.767705),1306851472,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #03290,1556 HERTEL AVE,,Buffalo,Erie,NY,14216,00069-1101-20,Renal Paxlovid,2,POINT (-78.85074 42.94797),1467467514,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #05047,584 NEW LOUDON ROAD,CVS Pharmacy,Latham,Albany,NY,12110,00069-1101-20,Renal Paxlovid,6,POINT (-73.760942 42.72646),1053414805,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #00949,2291 MERRICK RD.,CVS Pharmacy,Merrick,Nassau,NY,11566,00069-1101-20,Renal Paxlovid,11,POINT (-73.5409 40.66083),1841394608,10/14/2022 12:00:00 AM,ACTIVE,
Rite Aid 10808,4937 TRANSIT ROAD,,Depew,Erie,NY,14043,00069-1101-20,Renal Paxlovid,6,POINT (-78.69611 42.87982),1750480083,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #10291,1601 KINGS HWY,CVS Pharmacy,Brooklyn,Kings,NY,11229,00069-1101-20,Renal Paxlovid,9,POINT (-73.9571 40.60957),1699261750,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #17616,2873 RICHMOND AVE,CVS Pharmacy,Staten Island,Richmond,NY,10314,00069-1101-20,Renal Paxlovid,4,POINT (-74.16747 40.57485),1548694490,10/14/2022 12:00:00 AM,ACTIVE,
Hannaford Brothers Store # 8337,30 TOWER DR.,,Middletown,Orange,NY,10941,00069-1101-20,Renal Paxlovid,2,POINT (-74.37113 41.46527),1225146608,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #17681,4502 43RD AVE,,Sunnyside,Queens,NY,11104,00069-1101-20,Renal Paxlovid,12,POINT (-73.91902 40.744795),1841713815,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #17065,2975 HORSEBLOCK RD,CVS Pharmacy,Medford,Suffolk,NY,11763,00069-1101-20,Renal Paxlovid,4,POINT (-72.98934 40.824725),1619990926,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #05074,100 E. NAPLES ST.,CVS Pharmacy,Wayland,Steuben,NY,14572,00069-1101-20,Renal Paxlovid,4,POINT (-77.589165 42.56819),1932202777,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14430,1350 BROADWAY,,New York,New York,NY,10018,00069-1101-20,Renal Paxlovid,5,POINT (-73.98744 40.751005),1609100288,10/13/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #14489,3387 BROADWAY,,New York,New York,NY,10031,00069-1101-20,Renal Paxlovid,6,POINT (-73.95425 40.82169),1174897193,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #10040,1217 NEPPERHAN AVE.,CVS Pharmacy,Yonkers,Westchester,NY,10703,00069-1101-20,Renal Paxlovid,7,POINT (-73.87308 40.965755),1801343116,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #00565,138 VESTAL PARKWAY WEST,CVS Pharmacy,Vestal,Broome,NY,13850,00069-1101-20,Renal Paxlovid,10,POINT (-76.05519 42.08649),1760586515,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #08317,270 HALSTEAD AVENUE #278,CVS Pharmacy,Harrison,Westchester,NY,10528,00069-1101-20,Renal Paxlovid,10,POINT (-73.713515 40.968945),1649599143,10/14/2022 12:00:00 AM,ACTIVE,
CVS Store #00609,"1625 ELMWOOD AVE, SPECTRUM BLDG",CVS Pharmacy,Buffalo,Erie,NY,14207,00069-1101-20,Renal Paxlovid,11,POINT (-78.87843 42.94106),1992803530,10/14/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2156,750 Middle Country Rd,,Middle Island,Suffolk,NY,11953,00069-1101-20,Renal Paxlovid,1,POINT (-72.947145 40.88023),1962429100,10/11/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #10064,3082 AVENUE U,,Brooklyn,Kings,NY,11229,00069-1101-20,Renal Paxlovid,8,POINT (-73.93572 40.60097),1770813040,10/13/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 547,2450 JERUSALEM AVE,,N Bellmore,Nassau,NY,11710,00069-1101-20,Renal Paxlovid,7,POINT (-73.54098 40.69014),1225060189,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 04954,7812 FLATLANDS AVENUE,,Brooklyn,Kings,NY,11236,00069-1101-20,Renal Paxlovid,7,POINT (-73.91392 40.63467),1588774483,10/13/2022 12:00:00 AM,ACTIVE,
Rite Aid 10874,40 SOUTH ERIE STREET,,Mayville,Chautauqua,NY,14757,00069-1101-20,Renal Paxlovid,6,POINT (-79.50361 42.25355),1407955743,10/13/2022 12:00:00 AM,ACTIVE,
PHARMSCRIPT HOLDCOANDSUBSIDIARIES,441 Commerce Rd,,Vestal,Broome,NY,13850,00069-1101-20,Renal Paxlovid,40,POINT (-75.983547 42.10738),1730466079,10/13/2022 12:00:00 AM,ACTIVE,
CVS Store #00922,499 MONTAUK HIGHWAY,CVS Pharmacy,West Islip,Suffolk,NY,11795,00069-1101-20,Renal Paxlovid,7,POINT (-73.30835 40.69743),1407950165,10/14/2022 12:00:00 AM,ACTIVE,
WALGREENS STORE #17151,10640 ROCKAWAY BEACH BLVD,,Rockaway Park,Queens,NY,11694,00069-1101-20,Renal Paxlovid,1,POINT (-73.828875 40.582505),1326563107,10/13/2022 12:00:00 AM,ACTIVE,
